chr	pos	end	is.left	is.right	strand	length
2	97300000	97399999	0	1	right	1e+05
2	97400000	97499999	0	1	right	1e+05
2	97500000	97599999	0	1	right	1e+05
2	97600000	97699999	0	1	right	1e+05
2	97700000	97799999	0	1	right	1e+05
2	99700000	99799999	0	1	right	1e+05
2	99800000	99899999	0	1	right	1e+05
2	99900000	99999999	0	1	right	1e+05
2	100000000	100099999	0	1	right	1e+05
2	100100000	100199999	0	1	right	1e+05
2	100200000	100299999	0	1	right	1e+05
2	100300000	100399999	0	1	right	1e+05
2	103200000	103299999	0	1	right	1e+05
2	103300000	103399999	0	1	right	1e+05
2	103400000	103499999	0	1	right	1e+05
2	103500000	103599999	0	1	right	1e+05
2	103600000	103699999	0	1	right	1e+05
2	103700000	103799999	0	1	right	1e+05
2	103800000	103899999	0	1	right	1e+05
2	103900000	103999999	0	1	right	1e+05
2	104900000	104999999	1	0	left	1e+05
2	105000000	105099999	1	0	left	1e+05
2	105100000	105199999	1	0	left	1e+05
2	105200000	105299999	1	0	left	1e+05
2	105300000	105399999	1	0	left	1e+05
2	105400000	105499999	1	0	left	1e+05
2	105500000	105599999	1	0	left	1e+05
2	105600000	105699999	1	0	left	1e+05
2	105700000	105799999	1	0	left	1e+05
2	105800000	105899999	1	0	left	1e+05
2	105900000	105999999	1	0	left	1e+05
2	106000000	106099999	1	0	left	1e+05
2	106600000	106699999	0	1	right	1e+05
2	106700000	106799999	0	1	right	1e+05
2	106800000	106899999	0	1	right	1e+05
2	106900000	106999999	0	1	right	1e+05
2	107000000	107099999	0	1	right	1e+05
2	107100000	107199999	0	1	right	1e+05
2	107200000	107299999	0	1	right	1e+05
2	107300000	107399999	0	1	right	1e+05
2	107400000	107499999	0	1	right	1e+05
2	107500000	107599999	0	1	right	1e+05
2	108100000	108199999	1	0	left	1e+05
2	108200000	108299999	1	0	left	1e+05
2	108300000	108399999	1	0	left	1e+05
2	108400000	108499999	1	0	left	1e+05
2	108500000	108599999	1	0	left	1e+05
2	108600000	108699999	1	0	left	1e+05
2	108700000	108799999	1	0	left	1e+05
2	108800000	108899999	1	0	left	1e+05
2	108900000	108999999	1	0	left	1e+05
2	109000000	109099999	1	0	left	1e+05
2	111000000	111099999	1	0	left	1e+05
2	111600000	111699999	0	1	right	1e+05
2	111700000	111799999	0	1	right	1e+05
2	112500000	112599999	1	0	left	1e+05
2	112600000	112699999	1	0	left	1e+05
2	112700000	112799999	1	0	left	1e+05
2	112800000	112899999	1	0	left	1e+05
2	112900000	112999999	1	0	left	1e+05
2	113000000	113099999	1	0	left	1e+05
2	113100000	113199999	1	0	left	1e+05
2	113200000	113299999	1	0	left	1e+05
2	114600000	114699999	0	1	right	1e+05
2	114700000	114799999	0	1	right	1e+05
2	114800000	114899999	0	1	right	1e+05
2	114900000	114999999	0	1	right	1e+05
2	115000000	115099999	0	1	right	1e+05
2	115100000	115199999	0	1	right	1e+05
2	115200000	115299999	0	1	right	1e+05
2	115300000	115399999	0	1	right	1e+05
2	115400000	115499999	0	1	right	1e+05
2	115500000	115599999	0	1	right	1e+05
2	115600000	115699999	0	1	right	1e+05
2	115700000	115799999	0	1	right	1e+05
2	117900000	117999999	1	0	left	1e+05
2	118000000	118099999	1	0	left	1e+05
2	118100000	118199999	1	0	left	1e+05
2	118200000	118299999	1	0	left	1e+05
2	118300000	118399999	1	0	left	1e+05
2	118400000	118499999	1	0	left	1e+05
2	118500000	118599999	1	0	left	1e+05
2	118600000	118699999	1	0	left	1e+05
2	118900000	118999999	0	1	right	1e+05
2	119000000	119099999	0	1	right	1e+05
2	119100000	119199999	0	1	right	1e+05
2	119200000	119299999	0	1	right	1e+05
2	119500000	119599999	1	0	left	1e+05
2	119600000	119699999	1	0	left	1e+05
2	119700000	119799999	1	0	left	1e+05
2	119800000	119899999	1	0	left	1e+05
2	119900000	119999999	1	0	left	1e+05
2	120600000	120699999	1	0	left	1e+05
2	120700000	120799999	1	0	left	1e+05
2	120800000	120899999	1	0	left	1e+05
2	120900000	120999999	1	0	left	1e+05
2	121200000	121299999	0	1	right	1e+05
2	121300000	121399999	0	1	right	1e+05
2	121400000	121499999	0	1	right	1e+05
2	121500000	121599999	0	1	right	1e+05
2	121900000	121999999	1	0	left	1e+05
2	122000000	122099999	1	0	left	1e+05
2	122100000	122199999	1	0	left	1e+05
2	122200000	122299999	1	0	left	1e+05
2	122500000	122599999	0	1	right	1e+05
2	122600000	122699999	0	1	right	1e+05
2	122700000	122799999	0	1	right	1e+05
2	122800000	122899999	0	1	right	1e+05
2	122900000	122999999	0	1	right	1e+05
2	123000000	123099999	0	1	right	1e+05
2	123100000	123199999	0	1	right	1e+05
2	123200000	123299999	0	1	right	1e+05
2	123300000	123399999	0	1	right	1e+05
2	123400000	123499999	0	1	right	1e+05
2	123500000	123599999	0	1	right	1e+05
2	123600000	123699999	0	1	right	1e+05
2	123700000	123799999	0	1	right	1e+05
2	123800000	123899999	0	1	right	1e+05
2	123900000	123999999	0	1	right	1e+05
2	125800000	125899999	1	0	left	1e+05
2	126900000	126999999	1	0	left	1e+05
2	127000000	127099999	1	0	left	1e+05
2	127100000	127199999	1	0	left	1e+05
2	127200000	127299999	1	0	left	1e+05
2	127300000	127399999	1	0	left	1e+05
2	127400000	127499999	1	0	left	1e+05
2	127500000	127599999	1	0	left	1e+05
2	127600000	127699999	1	0	left	1e+05
2	127700000	127799999	1	0	left	1e+05
2	127800000	127899999	1	0	left	1e+05
2	127900000	127999999	1	0	left	1e+05
2	128000000	128099999	1	0	left	1e+05
2	128800000	128899999	0	1	right	1e+05
2	128900000	128999999	0	1	right	1e+05
2	129000000	129099999	0	1	right	1e+05
2	129100000	129199999	0	1	right	1e+05
2	129200000	129299999	0	1	right	1e+05
2	129300000	129399999	0	1	right	1e+05
2	129400000	129499999	0	1	right	1e+05
2	129500000	129599999	0	1	right	1e+05
2	129600000	129699999	0	1	right	1e+05
2	130500000	130599999	1	0	left	1e+05
2	130600000	130699999	1	0	left	1e+05
2	130700000	130799999	1	0	left	1e+05
2	130800000	130899999	1	0	left	1e+05
2	130900000	130999999	1	0	left	1e+05
2	131000000	131099999	1	0	left	1e+05
2	131800000	131899999	1	0	left	1e+05
2	131900000	131999999	1	0	left	1e+05
2	132400000	132499999	0	1	right	1e+05
2	132500000	132599999	0	1	right	1e+05
2	132600000	132699999	0	1	right	1e+05
2	132700000	132799999	0	1	right	1e+05
2	132800000	132899999	0	1	right	1e+05
2	132900000	132999999	0	1	right	1e+05
2	133000000	133099999	0	1	right	1e+05
2	133100000	133199999	0	1	right	1e+05
2	133200000	133299999	0	1	right	1e+05
2	133300000	133399999	0	1	right	1e+05
2	133900000	133999999	1	0	left	1e+05
2	134000000	134099999	1	0	left	1e+05
2	134100000	134199999	1	0	left	1e+05
2	134200000	134299999	1	0	left	1e+05
2	134300000	134399999	1	0	left	1e+05
2	134400000	134499999	1	0	left	1e+05
2	134500000	134599999	1	0	left	1e+05
2	134600000	134699999	1	0	left	1e+05
2	136400000	136499999	1	0	left	1e+05
2	136900000	136999999	0	1	right	1e+05
2	137000000	137099999	0	1	right	1e+05
2	137100000	137199999	0	1	right	1e+05
2	137200000	137299999	0	1	right	1e+05
2	137300000	137399999	0	1	right	1e+05
2	137400000	137499999	0	1	right	1e+05
2	137500000	137599999	0	1	right	1e+05
2	137600000	137699999	0	1	right	1e+05
2	137700000	137799999	0	1	right	1e+05
2	137800000	137899999	0	1	right	1e+05
2	137900000	137999999	0	1	right	1e+05
2	138400000	138499999	1	0	left	1e+05
2	138500000	138599999	1	0	left	1e+05
2	138600000	138699999	1	0	left	1e+05
2	138700000	138799999	1	0	left	1e+05
2	139400000	139499999	0	1	right	1e+05
2	139500000	139599999	0	1	right	1e+05
2	139600000	139699999	0	1	right	1e+05
2	139700000	139799999	0	1	right	1e+05
2	139800000	139899999	0	1	right	1e+05
2	139900000	139999999	0	1	right	1e+05
2	142800000	142899999	1	0	left	1e+05
2	142900000	142999999	1	0	left	1e+05
2	143000000	143099999	1	0	left	1e+05
2	143100000	143199999	1	0	left	1e+05
2	143200000	143299999	1	0	left	1e+05
2	143300000	143399999	1	0	left	1e+05
2	143400000	143499999	1	0	left	1e+05
2	143500000	143599999	1	0	left	1e+05
2	143600000	143699999	1	0	left	1e+05
2	145200000	145299999	0	1	right	1e+05
2	145300000	145399999	0	1	right	1e+05
2	145400000	145499999	0	1	right	1e+05
2	145500000	145599999	0	1	right	1e+05
2	145600000	145699999	0	1	right	1e+05
2	145700000	145799999	0	1	right	1e+05
2	145800000	145899999	0	1	right	1e+05
2	146500000	146599999	0	1	right	1e+05
2	146600000	146699999	0	1	right	1e+05
2	146700000	146799999	0	1	right	1e+05
2	147400000	147499999	1	0	left	1e+05
2	147500000	147599999	1	0	left	1e+05
2	147600000	147699999	1	0	left	1e+05
2	147700000	147799999	1	0	left	1e+05
2	147800000	147899999	1	0	left	1e+05
2	147900000	147999999	1	0	left	1e+05
2	148000000	148099999	1	0	left	1e+05
2	148800000	148899999	1	0	left	1e+05
2	148900000	148999999	1	0	left	1e+05
2	149000000	149099999	1	0	left	1e+05
2	149100000	149199999	1	0	left	1e+05
2	149200000	149299999	1	0	left	1e+05
2	150000000	150099999	0	1	right	1e+05
2	150100000	150199999	0	1	right	1e+05
2	150200000	150299999	0	1	right	1e+05
2	150300000	150399999	0	1	right	1e+05
2	150400000	150499999	0	1	right	1e+05
2	150500000	150599999	0	1	right	1e+05
2	150600000	150699999	0	1	right	1e+05
2	150700000	150799999	0	1	right	1e+05
2	150800000	150899999	0	1	right	1e+05
2	151300000	151399999	1	0	left	1e+05
2	151400000	151499999	1	0	left	1e+05
2	151500000	151599999	1	0	left	1e+05
2	151600000	151699999	1	0	left	1e+05
2	151700000	151799999	1	0	left	1e+05
2	151800000	151899999	1	0	left	1e+05
2	151900000	151999999	1	0	left	1e+05
2	152000000	152099999	1	0	left	1e+05
2	152100000	152199999	1	0	left	1e+05
2	152200000	152299999	1	0	left	1e+05
2	152300000	152399999	1	0	left	1e+05
2	153200000	153299999	0	1	right	1e+05
2	153300000	153399999	0	1	right	1e+05
2	153400000	153499999	0	1	right	1e+05
2	153500000	153599999	0	1	right	1e+05
2	153600000	153699999	0	1	right	1e+05
2	153700000	153799999	0	1	right	1e+05
2	153800000	153899999	0	1	right	1e+05
2	153900000	153999999	0	1	right	1e+05
2	154000000	154099999	0	1	right	1e+05
2	154100000	154199999	0	1	right	1e+05
2	154200000	154299999	0	1	right	1e+05
2	154300000	154399999	0	1	right	1e+05
2	154400000	154499999	0	1	right	1e+05
2	155600000	155699999	1	0	left	1e+05
2	155700000	155799999	1	0	left	1e+05
2	155800000	155899999	1	0	left	1e+05
2	156500000	156599999	1	0	left	1e+05
2	156600000	156699999	1	0	left	1e+05
2	156700000	156799999	1	0	left	1e+05
2	156800000	156899999	1	0	left	1e+05
2	156900000	156999999	1	0	left	1e+05
2	157000000	157099999	1	0	left	1e+05
2	157100000	157199999	1	0	left	1e+05
2	157400000	157499999	0	1	right	1e+05
2	157800000	157899999	1	0	left	1e+05
2	157900000	157999999	1	0	left	1e+05
2	158000000	158099999	1	0	left	1e+05
2	158100000	158199999	1	0	left	1e+05
2	158400000	158499999	0	1	right	1e+05
2	158500000	158599999	0	1	right	1e+05
2	158600000	158699999	0	1	right	1e+05
2	158700000	158799999	0	1	right	1e+05
2	158800000	158899999	0	1	right	1e+05
2	158900000	158999999	0	1	right	1e+05
2	159300000	159399999	1	0	left	1e+05
2	159400000	159499999	1	0	left	1e+05
2	159500000	159599999	1	0	left	1e+05
2	159600000	159699999	1	0	left	1e+05
2	159700000	159799999	1	0	left	1e+05
2	159800000	159899999	1	0	left	1e+05
2	160900000	160999999	0	1	right	1e+05
2	161000000	161099999	0	1	right	1e+05
2	161100000	161199999	0	1	right	1e+05
2	161200000	161299999	0	1	right	1e+05
2	161500000	161599999	1	0	left	1e+05
2	161600000	161699999	1	0	left	1e+05
2	161700000	161799999	1	0	left	1e+05
2	162100000	162199999	0	1	right	1e+05
2	162200000	162299999	0	1	right	1e+05
2	162300000	162399999	0	1	right	1e+05
2	162400000	162499999	0	1	right	1e+05
2	162500000	162599999	0	1	right	1e+05
2	162600000	162699999	0	1	right	1e+05
2	162700000	162799999	0	1	right	1e+05
2	162800000	162899999	0	1	right	1e+05
2	163100000	163199999	0	1	right	1e+05
2	163200000	163299999	0	1	right	1e+05
2	163300000	163399999	0	1	right	1e+05
2	163400000	163499999	0	1	right	1e+05
2	163500000	163599999	0	1	right	1e+05
2	163600000	163699999	0	1	right	1e+05
2	163700000	163799999	0	1	right	1e+05
2	163800000	163899999	0	1	right	1e+05
2	166800000	166899999	0	1	right	1e+05
2	166900000	166999999	0	1	right	1e+05
2	167000000	167099999	0	1	right	1e+05
2	167100000	167199999	0	1	right	1e+05
2	168100000	168199999	1	0	left	1e+05
2	168200000	168299999	1	0	left	1e+05
2	168300000	168399999	1	0	left	1e+05
2	168400000	168499999	1	0	left	1e+05
2	168500000	168599999	1	0	left	1e+05
2	168600000	168699999	1	0	left	1e+05
2	168700000	168799999	1	0	left	1e+05
2	168800000	168899999	1	0	left	1e+05
2	168900000	168999999	1	0	left	1e+05
2	169000000	169099999	1	0	left	1e+05
2	169100000	169199999	1	0	left	1e+05
2	170100000	170199999	1	0	left	1e+05
2	170200000	170299999	1	0	left	1e+05
2	170300000	170399999	1	0	left	1e+05
2	172900000	172999999	0	1	right	1e+05
2	173000000	173099999	0	1	right	1e+05
2	173100000	173199999	0	1	right	1e+05
2	173200000	173299999	0	1	right	1e+05
2	173300000	173399999	0	1	right	1e+05
2	173400000	173499999	0	1	right	1e+05
2	173800000	173899999	1	0	left	1e+05
2	175500000	175599999	0	1	right	1e+05
2	175600000	175699999	0	1	right	1e+05
2	175700000	175799999	0	1	right	1e+05
2	175800000	175899999	0	1	right	1e+05
2	175900000	175999999	0	1	right	1e+05
2	176000000	176099999	0	1	right	1e+05
2	176100000	176199999	0	1	right	1e+05
2	176200000	176299999	0	1	right	1e+05
2	176300000	176399999	0	1	right	1e+05
2	176400000	176499999	0	1	right	1e+05
2	177100000	177199999	1	0	left	1e+05
2	177200000	177299999	1	0	left	1e+05
2	177300000	177399999	1	0	left	1e+05
2	177400000	177499999	1	0	left	1e+05
2	177500000	177599999	1	0	left	1e+05
2	177600000	177699999	1	0	left	1e+05
2	177700000	177799999	1	0	left	1e+05
2	177800000	177899999	1	0	left	1e+05
2	177900000	177999999	1	0	left	1e+05
2	178500000	178599999	0	1	right	1e+05
2	178600000	178699999	0	1	right	1e+05
2	180000000	180099999	0	1	right	1e+05
2	180100000	180199999	0	1	right	1e+05
2	180200000	180299999	0	1	right	1e+05
2	180300000	180399999	0	1	right	1e+05
2	180400000	180499999	0	1	right	1e+05
2	180500000	180599999	0	1	right	1e+05
2	180600000	180699999	0	1	right	1e+05
2	180700000	180799999	0	1	right	1e+05
2	181100000	181199999	1	0	left	1e+05
2	181200000	181299999	1	0	left	1e+05
2	181300000	181399999	1	0	left	1e+05
2	181400000	181499999	1	0	left	1e+05
2	181500000	181599999	1	0	left	1e+05
2	181600000	181699999	1	0	left	1e+05
2	181700000	181799999	1	0	left	1e+05
2	181800000	181899999	1	0	left	1e+05
2	181900000	181999999	1	0	left	1e+05
2	182300000	182399999	0	1	right	1e+05
2	182400000	182499999	0	1	right	1e+05
2	182500000	182599999	0	1	right	1e+05
2	182600000	182699999	0	1	right	1e+05
2	182700000	182799999	0	1	right	1e+05
2	182800000	182899999	0	1	right	1e+05
2	182900000	182999999	0	1	right	1e+05
2	183000000	183099999	0	1	right	1e+05
2	183100000	183199999	0	1	right	1e+05
2	183500000	183599999	1	0	left	1e+05
2	183600000	183699999	1	0	left	1e+05
2	183700000	183799999	1	0	left	1e+05
2	184000000	184099999	0	1	right	1e+05
2	184100000	184199999	0	1	right	1e+05
2	184200000	184299999	0	1	right	1e+05
2	184300000	184399999	0	1	right	1e+05
2	184400000	184499999	0	1	right	1e+05
2	186300000	186399999	1	0	left	1e+05
2	186400000	186499999	1	0	left	1e+05
2	186500000	186599999	1	0	left	1e+05
2	186600000	186699999	1	0	left	1e+05
2	186700000	186799999	1	0	left	1e+05
2	186800000	186899999	1	0	left	1e+05
2	186900000	186999999	1	0	left	1e+05
2	187000000	187099999	1	0	left	1e+05
2	187100000	187199999	1	0	left	1e+05
2	187200000	187299999	1	0	left	1e+05
2	187300000	187399999	1	0	left	1e+05
2	187600000	187699999	0	1	right	1e+05
2	187700000	187799999	0	1	right	1e+05
2	187800000	187899999	0	1	right	1e+05
2	187900000	187999999	0	1	right	1e+05
2	188000000	188099999	0	1	right	1e+05
2	188100000	188199999	0	1	right	1e+05
2	188200000	188299999	0	1	right	1e+05
2	188300000	188399999	0	1	right	1e+05
2	188400000	188499999	0	1	right	1e+05
2	188500000	188599999	0	1	right	1e+05
2	188600000	188699999	0	1	right	1e+05
2	189600000	189699999	1	0	left	1e+05
2	189700000	189799999	1	0	left	1e+05
2	189800000	189899999	1	0	left	1e+05
2	189900000	189999999	1	0	left	1e+05
2	190000000	190099999	1	0	left	1e+05
2	190100000	190199999	1	0	left	1e+05
2	190200000	190299999	1	0	left	1e+05
2	190300000	190399999	1	0	left	1e+05
2	190400000	190499999	1	0	left	1e+05
2	190500000	190599999	1	0	left	1e+05
2	190600000	190699999	1	0	left	1e+05
2	192500000	192599999	0	1	right	1e+05
2	192600000	192699999	0	1	right	1e+05
2	192700000	192799999	0	1	right	1e+05
2	192800000	192899999	0	1	right	1e+05
2	192900000	192999999	0	1	right	1e+05
2	193000000	193099999	0	1	right	1e+05
2	193100000	193199999	0	1	right	1e+05
2	193200000	193299999	0	1	right	1e+05
2	193300000	193399999	0	1	right	1e+05
2	193400000	193499999	0	1	right	1e+05
2	193500000	193599999	0	1	right	1e+05
2	193600000	193699999	0	1	right	1e+05
2	195700000	195799999	1	0	left	1e+05
2	195800000	195899999	1	0	left	1e+05
2	195900000	195999999	1	0	left	1e+05
2	196000000	196099999	1	0	left	1e+05
2	196100000	196199999	1	0	left	1e+05
2	196200000	196299999	1	0	left	1e+05
2	196300000	196399999	1	0	left	1e+05
2	196400000	196499999	1	0	left	1e+05
2	196500000	196599999	1	0	left	1e+05
2	196600000	196699999	1	0	left	1e+05
2	196700000	196799999	1	0	left	1e+05
2	196800000	196899999	1	0	left	1e+05
2	196900000	196999999	1	0	left	1e+05
2	198400000	198499999	0	1	right	1e+05
2	198500000	198599999	0	1	right	1e+05
2	198600000	198699999	0	1	right	1e+05
2	198700000	198799999	0	1	right	1e+05
2	198800000	198899999	0	1	right	1e+05
2	198900000	198999999	0	1	right	1e+05
2	199000000	199099999	0	1	right	1e+05
2	199100000	199199999	0	1	right	1e+05
2	199200000	199299999	0	1	right	1e+05
2	199300000	199399999	0	1	right	1e+05
2	199400000	199499999	0	1	right	1e+05
2	199500000	199599999	0	1	right	1e+05
2	200200000	200299999	1	0	left	1e+05
2	200300000	200399999	1	0	left	1e+05
2	200400000	200499999	1	0	left	1e+05
2	200500000	200599999	1	0	left	1e+05
2	200600000	200699999	1	0	left	1e+05
2	200700000	200799999	1	0	left	1e+05
2	200800000	200899999	1	0	left	1e+05
2	200900000	200999999	1	0	left	1e+05
2	201000000	201099999	1	0	left	1e+05
2	201100000	201199999	1	0	left	1e+05
2	201200000	201299999	1	0	left	1e+05
2	201300000	201399999	1	0	left	1e+05
2	201400000	201499999	1	0	left	1e+05
2	201500000	201599999	1	0	left	1e+05
2	202200000	202299999	0	1	right	1e+05
2	202300000	202399999	0	1	right	1e+05
2	204400000	204499999	0	1	right	1e+05
2	204500000	204599999	0	1	right	1e+05
2	204600000	204699999	0	1	right	1e+05
2	204700000	204799999	0	1	right	1e+05
2	204800000	204899999	0	1	right	1e+05
2	204900000	204999999	0	1	right	1e+05
2	205000000	205099999	0	1	right	1e+05
2	205100000	205199999	0	1	right	1e+05
2	205200000	205299999	0	1	right	1e+05
2	205300000	205399999	0	1	right	1e+05
2	205400000	205499999	0	1	right	1e+05
2	205900000	205999999	1	0	left	1e+05
2	206000000	206099999	1	0	left	1e+05
2	206100000	206199999	1	0	left	1e+05
2	206200000	206299999	1	0	left	1e+05
2	206300000	206399999	1	0	left	1e+05
2	206400000	206499999	1	0	left	1e+05
2	206500000	206599999	1	0	left	1e+05
2	206600000	206699999	1	0	left	1e+05
2	206700000	206799999	1	0	left	1e+05
2	206800000	206899999	1	0	left	1e+05
2	207800000	207899999	1	0	left	1e+05
2	207900000	207999999	1	0	left	1e+05
2	208000000	208099999	1	0	left	1e+05
2	208100000	208199999	1	0	left	1e+05
2	208800000	208899999	0	1	right	1e+05
2	208900000	208999999	0	1	right	1e+05
2	209000000	209099999	0	1	right	1e+05
2	209100000	209199999	0	1	right	1e+05
2	209200000	209299999	0	1	right	1e+05
2	209300000	209399999	0	1	right	1e+05
2	209400000	209499999	0	1	right	1e+05
2	209500000	209599999	0	1	right	1e+05
2	209600000	209699999	0	1	right	1e+05
2	209700000	209799999	0	1	right	1e+05
2	209800000	209899999	0	1	right	1e+05
2	210400000	210499999	1	0	left	1e+05
2	210500000	210599999	1	0	left	1e+05
2	210600000	210699999	1	0	left	1e+05
2	210700000	210799999	1	0	left	1e+05
2	211100000	211199999	0	1	right	1e+05
2	211200000	211299999	0	1	right	1e+05
2	211300000	211399999	0	1	right	1e+05
2	211400000	211499999	0	1	right	1e+05
2	211500000	211599999	0	1	right	1e+05
2	211600000	211699999	0	1	right	1e+05
2	212400000	212499999	1	0	left	1e+05
2	212500000	212599999	1	0	left	1e+05
2	212600000	212699999	1	0	left	1e+05
2	212700000	212799999	1	0	left	1e+05
2	212800000	212899999	1	0	left	1e+05
2	212900000	212999999	1	0	left	1e+05
2	213000000	213099999	1	0	left	1e+05
2	213100000	213199999	1	0	left	1e+05
2	213200000	213299999	1	0	left	1e+05
2	213300000	213399999	1	0	left	1e+05
2	213400000	213499999	1	0	left	1e+05
2	213500000	213599999	1	0	left	1e+05
2	213600000	213699999	1	0	left	1e+05
2	213700000	213799999	1	0	left	1e+05
2	214100000	214199999	0	1	right	1e+05
2	214200000	214299999	0	1	right	1e+05
2	214300000	214399999	0	1	right	1e+05
2	214400000	214499999	0	1	right	1e+05
2	214500000	214599999	0	1	right	1e+05
2	214600000	214699999	0	1	right	1e+05
2	214700000	214799999	0	1	right	1e+05
2	214800000	214899999	0	1	right	1e+05
2	214900000	214999999	0	1	right	1e+05
2	215400000	215499999	1	0	left	1e+05
2	215500000	215599999	1	0	left	1e+05
2	216000000	216099999	1	0	left	1e+05
2	216100000	216199999	1	0	left	1e+05
2	216200000	216299999	1	0	left	1e+05
2	216300000	216399999	1	0	left	1e+05
2	216400000	216499999	1	0	left	1e+05
2	216500000	216599999	1	0	left	1e+05
2	216600000	216699999	1	0	left	1e+05
2	216700000	216799999	1	0	left	1e+05
2	216800000	216899999	1	0	left	1e+05
2	217300000	217399999	0	1	right	1e+05
2	217400000	217499999	0	1	right	1e+05
2	217500000	217599999	0	1	right	1e+05
2	217600000	217699999	0	1	right	1e+05
2	217700000	217799999	0	1	right	1e+05
2	217800000	217899999	0	1	right	1e+05
2	218300000	218399999	1	0	left	1e+05
2	218400000	218499999	1	0	left	1e+05
2	218500000	218599999	1	0	left	1e+05
2	218600000	218699999	1	0	left	1e+05
2	218700000	218799999	1	0	left	1e+05
2	218800000	218899999	1	0	left	1e+05
2	218900000	218999999	1	0	left	1e+05
2	220100000	220199999	0	1	right	1e+05
2	220200000	220299999	0	1	right	1e+05
2	220300000	220399999	0	1	right	1e+05
2	220400000	220499999	0	1	right	1e+05
2	220500000	220599999	0	1	right	1e+05
2	220600000	220699999	0	1	right	1e+05
2	220700000	220799999	0	1	right	1e+05
2	220800000	220899999	0	1	right	1e+05
2	220900000	220999999	0	1	right	1e+05
2	221000000	221099999	0	1	right	1e+05
2	221100000	221199999	0	1	right	1e+05
2	222400000	222499999	1	0	left	1e+05
2	222500000	222599999	1	0	left	1e+05
2	222600000	222699999	1	0	left	1e+05
2	222700000	222799999	1	0	left	1e+05
2	222800000	222899999	1	0	left	1e+05
2	222900000	222999999	1	0	left	1e+05
2	223000000	223099999	1	0	left	1e+05
2	223100000	223199999	1	0	left	1e+05
2	223200000	223299999	1	0	left	1e+05
2	223300000	223399999	1	0	left	1e+05
2	223800000	223899999	0	1	right	1e+05
2	223900000	223999999	0	1	right	1e+05
2	225900000	225999999	0	1	right	1e+05
2	226000000	226099999	0	1	right	1e+05
2	226100000	226199999	0	1	right	1e+05
2	226200000	226299999	0	1	right	1e+05
2	226300000	226399999	0	1	right	1e+05
2	226400000	226499999	0	1	right	1e+05
2	226500000	226599999	0	1	right	1e+05
2	226600000	226699999	0	1	right	1e+05
2	226900000	226999999	1	0	left	1e+05
2	227000000	227099999	1	0	left	1e+05
2	227100000	227199999	1	0	left	1e+05
2	227200000	227299999	1	0	left	1e+05
2	227300000	227399999	1	0	left	1e+05
2	227400000	227499999	1	0	left	1e+05
2	227500000	227599999	1	0	left	1e+05
2	227600000	227699999	1	0	left	1e+05
2	227700000	227799999	1	0	left	1e+05
2	227800000	227899999	1	0	left	1e+05
2	227900000	227999999	1	0	left	1e+05
2	228000000	228099999	1	0	left	1e+05
2	228400000	228499999	0	1	right	1e+05
2	228500000	228599999	0	1	right	1e+05
2	228600000	228699999	0	1	right	1e+05
2	228700000	228799999	0	1	right	1e+05
2	228800000	228899999	0	1	right	1e+05
2	228900000	228999999	0	1	right	1e+05
2	229000000	229099999	0	1	right	1e+05
2	229100000	229199999	0	1	right	1e+05
2	229200000	229299999	0	1	right	1e+05
2	229800000	229899999	1	0	left	1e+05
2	229900000	229999999	1	0	left	1e+05
2	230000000	230099999	1	0	left	1e+05
2	230100000	230199999	1	0	left	1e+05
2	230200000	230299999	1	0	left	1e+05
2	230300000	230399999	1	0	left	1e+05
2	230400000	230499999	1	0	left	1e+05
2	230500000	230599999	1	0	left	1e+05
2	230600000	230699999	1	0	left	1e+05
2	230700000	230799999	1	0	left	1e+05
2	230800000	230899999	1	0	left	1e+05
2	232600000	232699999	0	1	right	1e+05
2	232700000	232799999	0	1	right	1e+05
2	232800000	232899999	0	1	right	1e+05
2	234400000	234499999	0	1	right	1e+05
2	234500000	234599999	0	1	right	1e+05
2	234600000	234699999	0	1	right	1e+05
2	234700000	234799999	0	1	right	1e+05
2	234800000	234899999	0	1	right	1e+05
2	234900000	234999999	0	1	right	1e+05
2	235000000	235099999	0	1	right	1e+05
2	235100000	235199999	0	1	right	1e+05
2	235200000	235299999	0	1	right	1e+05
2	235300000	235399999	0	1	right	1e+05
2	235400000	235499999	0	1	right	1e+05
2	235500000	235599999	0	1	right	1e+05
2	235600000	235699999	0	1	right	1e+05
2	235700000	235799999	0	1	right	1e+05
2	235800000	235899999	0	1	right	1e+05
2	236700000	236799999	1	0	left	1e+05
2	236800000	236899999	1	0	left	1e+05
2	236900000	236999999	1	0	left	1e+05
2	237000000	237099999	1	0	left	1e+05
2	237100000	237199999	1	0	left	1e+05
2	237200000	237299999	1	0	left	1e+05
2	237300000	237399999	1	0	left	1e+05
2	238000000	238099999	1	0	left	1e+05
2	238100000	238199999	1	0	left	1e+05
2	238200000	238299999	1	0	left	1e+05
2	238300000	238399999	1	0	left	1e+05
2	238400000	238499999	1	0	left	1e+05
2	239200000	239299999	0	1	right	1e+05
2	239300000	239399999	0	1	right	1e+05
2	239400000	239499999	0	1	right	1e+05
2	239500000	239599999	0	1	right	1e+05
2	239600000	239699999	0	1	right	1e+05
2	239700000	239799999	0	1	right	1e+05
2	240900000	240999999	1	0	left	1e+05
2	241000000	241099999	1	0	left	1e+05
2	241100000	241199999	1	0	left	1e+05
2	241200000	241299999	1	0	left	1e+05
